1,1,127,98,1793,417,-1,0,0,-1
1,2,84,332,416,130,-1,0,0,-1
2,1,127,98,1793,417,-1,0,0,-1
2,2,85,332,416,130,-1,0,0,-1
3,1,128,98,1792,417,-1,0,0,-1
3,2,86,332,415,130,-1,0,0,-1
4,1,128,98,1793,417,-1,0,0,-1
4,2,86,332,415,130,-1,0,0,-1
5,1,127,98,1794,417,-1,0,0,-1
5,2,87,332,414,129,-1,0,0,-1
6,1,136,98,1785,417,-1,0,0,-1
6,2,89,333,413,129,-1,0,0,-1
7,1,136,98,1784,417,-1,0,0,-1
7,2,88,332,414,129,-1,0,0,-1
8,1,137,98,1784,417,-1,0,0,-1
8,2,91,332,415,130,-1,0,0,-1
9,1,137,98,1783,417,-1,0,0,-1
9,2,93,333,416,127,-1,0,0,-1
10,1,138,98,1783,417,-1,0,0,-1
10,2,94,333,416,127,-1,0,0,-1
11,1,138,98,1782,417,-1,0,0,-1
11,2,94,333,415,127,-1,0,0,-1
12,1,139,99,1782,416,-1,0,0,-1
12,2,95,333,415,127,-1,0,0,-1
13,1,139,98,1784,418,-1,0,0,-1
13,2,96,333,415,127,-1,0,0,-1
14,1,139,98,1781,418,-1,0,0,-1
14,2,99,333,415,127,-1,0,0,-1
15,1,139,98,1781,418,-1,0,0,-1
15,2,100,334,410,125,-1,0,0,-1
16,1,145,98,1775,418,-1,0,0,-1
16,2,102,334,413,124,-1,0,0,-1
17,1,145,98,1775,418,-1,0,0,-1
17,2,103,334,413,124,-1,0,0,-1
18,1,145,98,1775,418,-1,0,0,-1
18,2,104,334,412,124,-1,0,0,-1
19,1,146,98,1774,418,-1,0,0,-1
19,2,104,334,412,124,-1,0,0,-1
20,1,149,98,1771,418,-1,0,0,-1
20,2,105,334,412,124,-1,0,0,-1
21,1,149,98,1771,418,-1,0,0,-1
21,2,109,334,411,124,-1,0,0,-1
22,1,153,98,1767,418,-1,0,0,-1
22,2,111,335,405,122,-1,0,0,-1
23,1,153,98,1767,418,-1,0,0,-1
23,2,111,335,412,124,-1,0,0,-1
24,1,154,98,1767,418,-1,0,0,-1
24,2,112,335,411,123,-1,0,0,-1
25,1,154,98,1767,418,-1,0,0,-1
25,2,115,335,411,122,-1,0,0,-1
26,1,153,98,1768,418,-1,0,0,-1
26,2,116,335,411,122,-1,0,0,-1
27,1,161,98,1759,418,-1,0,0,-1
27,2,117,335,410,122,-1,0,0,-1
28,1,161,98,1759,418,-1,0,0,-1
28,2,118,335,410,122,-1,0,0,-1
29,1,162,98,1758,418,-1,0,0,-1
29,2,119,335,411,122,-1,0,0,-1
30,1,162,98,1758,418,-1,0,0,-1
30,2,120,335,411,122,-1,0,0,-1
31,1,166,98,1754,418,-1,0,0,-1
31,2,121,335,410,122,-1,0,0,-1
32,1,166,98,1754,418,-1,0,0,-1
32,2,122,335,410,122,-1,0,0,-1
33,1,168,98,1752,418,-1,0,0,-1
33,2,123,335,414,122,-1,0,0,-1
34,1,168,98,1752,418,-1,0,0,-1
34,2,124,335,414,122,-1,0,0,-1
35,1,169,98,1751,418,-1,0,0,-1
35,2,125,335,413,122,-1,0,0,-1
36,1,169,98,1751,418,-1,0,0,-1
36,2,126,335,413,122,-1,0,0,-1
37,1,176,98,1744,418,-1,0,0,-1
37,2,130,336,412,121,-1,0,0,-1
38,1,176,98,1744,418,-1,0,0,-1
