3,1,4,0.899926,1105,239,347,257,-1,-1,-1,-1
3,2,0,0.879218,6,5,1913,449,-1,-1,-1,-1
4,1,4,0.900129,1105,239,348,257,-1,-1,-1,-1
4,2,0,0.878578,6,6,1913,449,-1,-1,-1,-1
5,1,4,0.90091,1106,239,346,257,-1,-1,-1,-1
5,2,0,0.876174,5,6,1914,449,-1,-1,-1,-1
6,1,4,0.900678,1105,238,347,258,-1,-1,-1,-1
6,2,0,0.876251,6,6,1913,449,-1,-1,-1,-1
7,1,4,0.900861,1106,238,345,257,-1,-1,-1,-1
7,2,0,0.875554,7,5,1912,449,-1,-1,-1,-1
8,1,4,0.902003,1105,237,347,258,-1,-1,-1,-1
8,2,0,0.876006,6,6,1913,449,-1,-1,-1,-1
9,1,4,0.902434,1105,237,347,258,-1,-1,-1,-1
9,2,0,0.875917,6,6,1913,449,-1,-1,-1,-1
10,1,4,0.901845,1105,237,347,258,-1,-1,-1,-1
10,2,0,0.875946,6,6,1913,449,-1,-1,-1,-1
11,1,4,0.902681,1106,237,346,258,-1,-1,-1,-1
11,2,0,0.875394,6,6,1913,449,-1,-1,-1,-1
12,1,4,0.902185,1106,238,346,258,-1,-1,-1,-1
12,2,0,0.875488,6,6,1913,449,-1,-1,-1,-1
13,1,4,0.901868,1107,238,345,257,-1,-1,-1,-1
13,2,0,0.877925,6,5,1913,449,-1,-1,-1,-1
14,1,4,0.901303,1108,239,344,256,-1,-1,-1,-1
14,2,0,0.877794,5,6,1914,449,-1,-1,-1,-1
15,1,4,0.901368,1107,239,346,257,-1,-1,-1,-1
15,2,0,0.878582,5,6,1914,449,-1,-1,-1,-1
16,1,4,0.901586,1108,240,344,255,-1,-1,-1,-1
16,2,0,0.87786,5,5,1914,449,-1,-1,-1,-1
17,1,4,0.902012,1108,240,344,255,-1,-1,-1,-1
17,2,0,0.879297,5,6,1914,449,-1,-1,-1,-1
18,1,4,0.901501,1108,239,344,256,-1,-1,-1,-1
18,2,0,0.879377,5,6,1914,449,-1,-1,-1,-1
19,1,4,0.90243,1107,238,346,258,-1,-1,-1,-1
19,2,0,0.878501,6,6,1913,449,-1,-1,-1,-1
20,1,4,0.901808,1108,238,344,257,-1,-1,-1,-1
20,2,0,0.878501,5,5,1914,449,-1,-1,-1,-1
21,1,4,0.901516,1107,237,346,259,-1,-1,-1,-1
21,2,0,0.876927,6,6,1913,449,-1,-1,-1,-1
22,1,4,0.901252,1108,237,345,259,-1,-1,-1,-1
22,2,0,0.877792,6,5,1912,449,-1,-1,-1,-1
23,1,4,0.901057,1108,237,344,258,-1,-1,-1,-1
23,2,0,0.877667,6,5,1912,449,-1,-1,-1,-1
24,1,4,0.900136,1107,236,346,260,-1,-1,-1,-1
24,2,0,0.877843,6,6,1912,449,-1,-1,-1,-1
25,1,4,0.900942,1107,236,346,260,-1,-1,-1,-1
25,2,0,0.877859,6,5,1912,449,-1,-1,-1,-1
26,1,4,0.902837,1107,237,345,259,-1,-1,-1,-1
26,2,0,0.880248,6,5,1912,449,-1,-1,-1,-1
27,1,4,0.901637,1106,236,346,261,-1,-1,-1,-1
27,2,0,0.879694,6,5,1912,449,-1,-1,-1,-1
28,1,4,0.901866,1106,236,347,261,-1,-1,-1,-1
28,2,0,0.879223,7,5,1911,449,-1,-1,-1,-1
29,1,4,0.901147,1106,236,347,261,-1,-1,-1,-1
29,2,0,0.87908,7,5,1911,449,-1,-1,-1,-1
30,1,4,0.90191,1106,236,347,261,-1,-1,-1,-1
30,2,0,0.879113,7,5,1911,449,-1,-1,-1,-1
31,1,4,0.90178,1106,236,347,261,-1,-1,-1,-1
31,2,0,0.87808,7,5,1911,449,-1,-1,-1,-1
32,1,4,0.90303,1106,236,347,261,-1,-1,-1,-1
32,2,0,0.878419,7,5,1911,449,-1,-1,-1,-1
33,1,4,0.901116,1106,236,347,261,-1,-1,-1,-1
33,2,0,0.878229,6,5,1913,449,-1,-1,-1,-1
34,1,4,0.900149,1106,236,347,261,-1,-1,-1,-1
34,2,0,0.880074,6,5,1912,449,-1,-1,-1,-1
35,1,4,0.900365,1106,236,347,261,-1,-1,-1,-1
35,2,0,0.87888,6,5,1912,449,-1,-1,-1,-1
36,1,4,0.900382,1107,236,345,260,-1,-1,-1,-1
36,2,0,0.878556,7,5,1911,449,-1,-1,-1,-1
37,1,4,0.900281,1105,235,348,262,-1,-1,-1,-1
37,2,0,0.878563,7,6,1912,449,-1,-1,-1,-1
38,1,4,0.900724,1106,235,346,261,-1,-1,-1,-1
38,2,0,0.877855,6,5,1913,449,-1,-1,-1,-1
39,1,4,0.899669,1106,234,347,263,-1,-1,-1,-1
39,2,0,0.878083,6,6,1913,449,-1,-1,-1,-1
40,1,4,0.899406,1107,234,345,262,-1,-1,-1,-1
40,2,0,0.877774,6,5,1913,449,-1,-1,-1,-1
41,1,4,0.899817,1106,234,347,263,-1,-1,-1,-1
41,2,0,0.87756,6,6,1912,449,-1,-1,-1,-1
42,1,4,0.900952,1106,234,347,263,-1,-1,-1,-1
42,2,0,0.878184,6,5,1913,449,-1,-1,-1,-1
43,1,4,0.901171,1105,234,348,262,-1,-1,-1,-1
43,2,0,0.879073,7,5,1911,449,-1,-1,-1,-1
44,1,4,0.901559,1106,235,346,261,-1,-1,-1,-1
44,2,0,0.878314,6,6,1913,448,-1,-1,-1,-1
45,1,4,0.9025,1105,235,348,261,-1,-1,-1,-1
45,2,0,0.87851,7,7,1911,448,-1,-1,-1,-1
46,1,4,0.902932,1106,236,346,259,-1,-1,-1,-1
