3,1,443,352,187,139,-1,-1,-1,-1
3,2,460,4,1458,755,-1,-1,-1,-1
4,1,443,352,187,139,-1,-1,-1,-1
4,2,462,3,1456,755,-1,-1,-1,-1
5,1,443,352,187,139,-1,-1,-1,-1
5,2,480,3,1438,757,-1,-1,-1,-1
6,1,443,351,187,139,-1,-1,-1,-1
6,2,485,5,1434,754,-1,-1,-1,-1
7,1,444,352,185,137,-1,-1,-1,-1
7,2,490,4,1428,754,-1,-1,-1,-1
8,1,444,352,185,137,-1,-1,-1,-1
8,2,497,4,1421,755,-1,-1,-1,-1
9,1,444,352,185,137,-1,-1,-1,-1
9,2,504,4,1414,755,-1,-1,-1,-1
10,1,444,352,185,137,-1,-1,-1,-1
10,2,508,4,1410,752,-1,-1,-1,-1
11,1,444,352,185,137,-1,-1,-1,-1
11,2,506,3,1412,752,-1,-1,-1,-1
12,1,444,352,185,137,-1,-1,-1,-1
12,2,499,4,1419,751,-1,-1,-1,-1
13,1,444,352,185,137,-1,-1,-1,-1
13,2,507,5,1410,750,-1,-1,-1,-1
14,1,443,352,187,138,-1,-1,-1,-1
14,2,523,5,1394,750,-1,-1,-1,-1
15,1,443,352,187,137,-1,-1,-1,-1
15,2,531,5,1386,750,-1,-1,-1,-1
16,1,444,353,185,135,-1,-1,-1,-1
16,2,532,5,1387,749,-1,-1,-1,-1
17,1,444,353,185,135,-1,-1,-1,-1
17,2,503,4,1416,749,-1,-1,-1,-1
18,1,445,353,183,135,-1,-1,-1,-1
18,2,516,4,1403,752,-1,-1,-1,-1
19,1,445,353,183,135,-1,-1,-1,-1
19,2,559,6,1359,747,-1,-1,-1,-1
20,1,444,353,185,136,-1,-1,-1,-1
20,2,501,4,1418,750,-1,-1,-1,-1
21,1,444,354,184,134,-1,-1,-1,-1
21,2,530,4,1389,750,-1,-1,-1,-1
22,1,444,353,184,135,-1,-1,-1,-1
22,2,545,5,1374,749,-1,-1,-1,-1
23,1,444,353,184,135,-1,-1,-1,-1
23,2,598,5,1320,748,-1,-1,-1,-1
24,1,443,353,186,136,-1,-1,-1,-1
24,2,616,5,1301,749,-1,-1,-1,-1
25,1,444,354,184,134,-1,-1,-1,-1
25,2,558,5,1361,748,-1,-1,-1,-1
26,1,444,354,184,134,-1,-1,-1,-1
26,2,617,4,1300,747,-1,-1,-1,-1
27,1,444,354,184,134,-1,-1,-1,-1
27,2,620,5,1298,743,-1,-1,-1,-1
28,1,444,354,185,134,-1,-1,-1,-1
28,2,619,4,1300,743,-1,-1,-1,-1
29,1,444,354,185,134,-1,-1,-1,-1
29,2,646,4,1272,752,-1,-1,-1,-1
30,1,444,354,184,134,-1,-1,-1,-1
30,2,623,3,1296,750,-1,-1,-1,-1
31,1,444,354,184,134,-1,-1,-1,-1
31,2,625,3,1294,748,-1,-1,-1,-1
32,1,444,354,184,134,-1,-1,-1,-1
32,2,664,3,1255,747,-1,-1,-1,-1
33,1,444,354,184,134,-1,-1,-1,-1
33,2,661,4,1258,741,-1,-1,-1,-1
34,1,443,354,186,135,-1,-1,-1,-1
34,2,676,2,1243,746,-1,-1,-1,-1
35,1,444,354,185,134,-1,-1,-1,-1
35,2,692,3,1227,744,-1,-1,-1,-1
36,1,444,354,185,134,-1,-1,-1,-1
36,2,700,3,1219,742,-1,-1,-1,-1
37,1,443,354,186,134,-1,-1,-1,-1
37,2,713,3,1206,741,-1,-1,-1,-1
38,1,444,354,185,134,-1,-1,-1,-1
38,2,722,2,1196,744,-1,-1,-1,-1
39,1,444,353,185,135,-1,-1,-1,-1
39,2,729,1,1188,747,-1,-1,-1,-1
40,1,443,352,187,137,-1,-1,-1,-1
40,2,734,2,1185,742,-1,-1,-1,-1
41,1,443,352,187,137,-1,-1,-1,-1
