3,1,658,40,1158,462,-1,-1,-1,-1
3,2,1,164,497,163,-1,-1,-1,-1
3,3,761,148,541,146,-1,-1,-1,-1
3,4,447,353,183,137,-1,-1,-1,-1
3,5,598,361,140,117,-1,-1,-1,-1
3,6,1721,280,198,140,-1,-1,-1,-1
4,1,660,39,1156,463,-1,-1,-1,-1
4,2,1,164,497,163,-1,-1,-1,-1
4,3,760,147,543,148,-1,-1,-1,-1
4,4,448,353,182,137,-1,-1,-1,-1
4,5,601,362,139,116,-1,-1,-1,-1
4,6,1721,280,198,140,-1,-1,-1,-1
5,1,659,40,1158,463,-1,-1,-1,-1
5,2,1,164,497,163,-1,-1,-1,-1
5,3,760,147,542,148,-1,-1,-1,-1
5,4,449,353,182,137,-1,-1,-1,-1
5,5,603,362,136,114,-1,-1,-1,-1
5,6,1721,280,198,140,-1,-1,-1,-1
6,1,658,40,1159,462,-1,-1,-1,-1
6,2,1,164,497,163,-1,-1,-1,-1
6,3,760,147,542,148,-1,-1,-1,-1
6,4,449,353,182,137,-1,-1,-1,-1
6,5,599,362,142,115,-1,-1,-1,-1
6,6,1721,280,198,140,-1,-1,-1,-1
7,1,657,40,1160,461,-1,-1,-1,-1
7,2,0,164,498,163,-1,-1,-1,-1
7,3,760,147,542,148,-1,-1,-1,-1
7,4,448,353,183,137,-1,-1,-1,-1
7,5,597,361,145,117,-1,-1,-1,-1
7,6,1721,280,198,140,-1,-1,-1,-1
8,1,656,40,1161,460,-1,-1,-1,-1
8,2,0,164,498,163,-1,-1,-1,-1
8,3,760,147,542,148,-1,-1,-1,-1
8,4,449,353,182,137,-1,-1,-1,-1
8,5,597,360,147,119,-1,-1,-1,-1
8,6,1721,280,198,140,-1,-1,-1,-1
9,1,657,39,1159,460,-1,-1,-1,-1
9,2,0,164,498,163,-1,-1,-1,-1
9,3,760,147,542,148,-1,-1,-1,-1
9,4,449,353,182,137,-1,-1,-1,-1
9,5,598,360,148,118,-1,-1,-1,-1
9,6,1721,280,198,140,-1,-1,-1,-1
10,1,659,39,1158,460,-1,-1,-1,-1
10,2,0,164,498,163,-1,-1,-1,-1
10,3,760,147,542,148,-1,-1,-1,-1
10,4,449,353,182,137,-1,-1,-1,-1
10,5,600,360,147,117,-1,-1,-1,-1
10,6,1721,280,198,140,-1,-1,-1,-1
11,1,659,39,1158,460,-1,-1,-1,-1
11,2,0,164,498,163,-1,-1,-1,-1
11,3,760,147,542,148,-1,-1,-1,-1
11,4,449,353,182,137,-1,-1,-1,-1
11,5,602,360,145,118,-1,-1,-1,-1
11,6,1721,280,198,140,-1,-1,-1,-1
12,1,659,39,1158,460,-1,-1,-1,-1
12,2,0,164,498,163,-1,-1,-1,-1
12,3,760,147,542,148,-1,-1,-1,-1
12,4,449,353,182,137,-1,-1,-1,-1
12,5,603,359,149,118,-1,-1,-1,-1
12,6,1721,280,198,140,-1,-1,-1,-1
13,1,659,39,1158,461,-1,-1,-1,-1
13,2,0,164,498,163,-1,-1,-1,-1
13,3,760,147,542,148,-1,-1,-1,-1
13,4,449,353,182,137,-1,-1,-1,-1
13,5,605,359,148,118,-1,-1,-1,-1
13,6,1721,279,198,140,-1,-1,-1,-1
14,1,659,39,1159,461,-1,-1,-1,-1
14,2,0,164,498,163,-1,-1,-1,-1
14,3,759,147,543,148,-1,-1,-1,-1
14,4,449,353,181,137,-1,-1,-1,-1
14,5,604,359,147,118,-1,-1,-1,-1
