3,1,82,65,1827,425,-1,-1,-1,-1
3,2,99,370,336,77,-1,-1,-1,-1
4,1,82,65,1827,424,-1,-1,-1,-1
4,2,100,370,336,77,-1,-1,-1,-1
5,1,82,65,1827,424,-1,-1,-1,-1
5,2,101,371,334,75,-1,-1,-1,-1
6,1,82,65,1827,425,-1,-1,-1,-1
6,2,101,371,334,75,-1,-1,-1,-1
7,1,81,65,1829,424,-1,-1,-1,-1
7,2,103,371,332,75,-1,-1,-1,-1
8,1,82,66,1827,424,-1,-1,-1,-1
8,2,100,371,335,75,-1,-1,-1,-1
9,1,82,65,1827,425,-1,-1,-1,-1
9,2,100,371,335,75,-1,-1,-1,-1
10,1,82,65,1827,424,-1,-1,-1,-1
10,2,102,371,333,75,-1,-1,-1,-1
11,1,82,65,1827,424,-1,-1,-1,-1
11,2,102,371,333,75,-1,-1,-1,-1
12,1,82,65,1827,424,-1,-1,-1,-1
12,2,100,371,336,75,-1,-1,-1,-1
13,1,81,64,1829,426,-1,-1,-1,-1
13,2,102,371,333,75,-1,-1,-1,-1
14,1,80,65,1830,424,-1,-1,-1,-1
14,2,101,371,335,75,-1,-1,-1,-1
15,1,82,66,1827,424,-1,-1,-1,-1
15,2,100,370,336,77,-1,-1,-1,-1
16,1,82,66,1828,424,-1,-1,-1,-1
16,2,100,370,335,77,-1,-1,-1,-1
17,1,83,66,1827,424,-1,-1,-1,-1
17,2,100,370,334,77,-1,-1,-1,-1
18,1,82,65,1828,425,-1,-1,-1,-1
18,2,100,370,335,77,-1,-1,-1,-1
19,1,83,66,1826,424,-1,-1,-1,-1
19,2,100,371,334,75,-1,-1,-1,-1
20,1,83,66,1826,424,-1,-1,-1,-1
20,2,99,371,336,75,-1,-1,-1,-1
21,1,83,65,1827,425,-1,-1,-1,-1
21,2,100,371,335,75,-1,-1,-1,-1
22,1,82,66,1827,425,-1,-1,-1,-1
22,2,100,371,335,75,-1,-1,-1,-1
23,1,82,65,1827,425,-1,-1,-1,-1
23,2,100,371,335,75,-1,-1,-1,-1
24,1,81,64,1829,425,-1,-1,-1,-1
24,2,100,371,335,75,-1,-1,-1,-1
25,1,82,64,1827,425,-1,-1,-1,-1
25,2,99,371,337,76,-1,-1,-1,-1
26,1,83,64,1827,426,-1,-1,-1,-1
26,2,100,371,335,75,-1,-1,-1,-1
27,1,81,64,1829,427,-1,-1,-1,-1
27,2,101,370,334,77,-1,-1,-1,-1
28,1,81,64,1829,427,-1,-1,-1,-1
28,2,101,370,335,77,-1,-1,-1,-1
29,1,81,64,1829,427,-1,-1,-1,-1
29,2,100,370,337,77,-1,-1,-1,-1
30,1,80,64,1830,426,-1,-1,-1,-1
30,2,100,370,337,77,-1,-1,-1,-1
31,1,81,64,1829,427,-1,-1,-1,-1
31,2,100,370,337,77,-1,-1,-1,-1
32,1,81,64,1829,427,-1,-1,-1,-1
32,2,102,370,334,77,-1,-1,-1,-1
33,1,81,65,1829,425,-1,-1,-1,-1
33,2,103,371,333,75,-1,-1,-1,-1
34,1,82,64,1827,426,-1,-1,-1,-1
34,2,102,371,335,75,-1,-1,-1,-1
35,1,82,65,1828,426,-1,-1,-1,-1
35,2,102,371,335,75,-1,-1,-1,-1
36,1,82,65,1829,426,-1,-1,-1,-1
36,2,100,371,338,75,-1,-1,-1,-1
37,1,82,65,1829,426,-1,-1,-1,-1
37,2,100,370,337,76,-1,-1,-1,-1
38,1,83,65,1827,426,-1,-1,-1,-1
38,2,99,370,338,77,-1,-1,-1,-1
39,1,82,65,1829,426,-1,-1,-1,-1
39,2,101,369,337,78,-1,-1,-1,-1
40,1,83,64,1828,427,-1,-1,-1,-1
40,2,102,369,337,78,-1,-1,-1,-1
41,1,82,65,1829,426,-1,-1,-1,-1
41,2,100,370,338,77,-1,-1,-1,-1
42,1,82,64,1829,426,-1,-1,-1,-1
42,2,100,369,339,79,-1,-1,-1,-1
43,1,82,64,1828,427,-1,-1,-1,-1
43,2,102,369,335,78,-1,-1,-1,-1
44,1,81,63,1830,427,-1,-1,-1,-1
44,2,99,369,340,79,-1,-1,-1,-1
45,1,82,63,1828,428,-1,-1,-1,-1
45,2,99,369,340,79,-1,-1,-1,-1
46,1,81,63,1830,429,-1,-1,-1,-1
46,2,98,369,341,79,-1,-1,-1,-1
47,1,81,63,1830,429,-1,-1,-1,-1
47,2,99,369,341,79,-1,-1,-1,-1
48,1,82,63,1829,429,-1,-1,-1,-1
48,2,101,369,339,78,-1,-1,-1,-1
49,1,80,63,1831,429,-1,-1,-1,-1
49,2,104,370,334,76,-1,-1,-1,-1
50,1,80,63,1830,429,-1,-1,-1,-1
50,2,104,370,334,76,-1,-1,-1,-1
51,1,81,64,1830,427,-1,-1,-1,-1
51,2,104,370,334,76,-1,-1,-1,-1
52,1,81,65,1828,425,-1,-1,-1,-1
52,2,106,370,332,76,-1,-1,-1,-1
53,1,83,65,1827,425,-1,-1,-1,-1
53,2,106,369,332,77,-1,-1,-1,-1
54,1,82,65,1829,426,-1,-1,-1,-1
54,2,103,369,337,78,-1,-1,-1,-1
55,1,81,64,1830,426,-1,-1,-1,-1
55,2,104,368,337,79,-1,-1,-1,-1
56,1,81,64,1830,426,-1,-1,-1,-1
56,2,105,368,337,79,-1,-1,-1,-1
57,1,81,64,1830,426,-1,-1,-1,-1
57,2,103,368,339,80,-1,-1,-1,-1
58,1,81,65,1830,425,-1,-1,-1,-1
58,2,104,368,337,79,-1,-1,-1,-1
59,1,83,64,1828,425,-1,-1,-1,-1
59,2,105,368,336,79,-1,-1,-1,-1
60,1,83,65,1829,424,-1,-1,-1,-1
60,2,107,368,334,79,-1,-1,-1,-1
61,1,84,66,1827,423,-1,-1,-1,-1
61,2,114,368,324,79,-1,-1,-1,-1
62,1,85,66,1826,424,-1,-1,-1,-1
62,2,108,367,335,80,-1,-1,-1,-1
63,1,85,66,1826,423,-1,-1,-1,-1
63,2,115,367,326,80,-1,-1,-1,-1
64,1,85,66,1827,424,-1,-1,-1,-1
64,2,113,366,328,82,-1,-1,-1,-1
