1,1,0,20,1852,490,-1,0,0,-1
1,2,1390,357,454,146,-1,0,0,-1
2,1,0,20,1851,490,-1,0,0,-1
2,2,1389,357,454,146,-1,0,0,-1
3,1,0,20,1850,489,-1,0,0,-1
3,2,1388,357,454,146,-1,0,0,-1
4,1,0,21,1847,489,-1,0,0,-1
4,2,1385,356,456,147,-1,0,0,-1
5,1,0,21,1843,488,-1,0,0,-1
5,2,1387,357,452,145,-1,0,0,-1
6,1,0,22,1841,487,-1,0,0,-1
6,2,1382,357,452,145,-1,0,0,-1
7,1,0,20,1844,490,-1,0,0,-1
7,2,1380,357,451,145,-1,0,0,-1
8,1,0,20,1843,490,-1,0,0,-1
8,2,1379,357,451,145,-1,0,0,-1
9,1,0,20,1842,489,-1,0,0,-1
9,2,1377,357,451,145,-1,0,0,-1
10,1,-1,20,1841,489,-1,0,0,-1
10,2,1375,357,451,145,-1,0,0,-1
11,1,-1,21,1841,489,-1,0,0,-1
11,2,1374,357,450,145,-1,0,0,-1
12,1,-1,20,1838,490,-1,0,0,-1
12,2,1372,357,450,145,-1,0,0,-1
13,1,0,20,1836,490,-1,0,0,-1
13,2,1371,357,449,145,-1,0,0,-1
14,1,0,20,1835,490,-1,0,0,-1
14,2,1369,357,449,144,-1,0,0,-1
15,1,0,21,1834,489,-1,0,0,-1
15,2,1368,357,449,144,-1,0,0,-1
16,1,-1,21,1833,489,-1,0,0,-1
16,2,1366,357,448,144,-1,0,0,-1
17,1,-1,20,1837,490,-1,0,0,-1
17,2,1365,357,448,144,-1,0,0,-1
18,1,0,22,1824,487,-1,0,0,-1
18,2,1363,357,447,144,-1,0,0,-1
19,1,0,20,1829,490,-1,0,0,-1
19,2,1362,357,447,144,-1,0,0,-1
20,1,0,20,1828,490,-1,0,0,-1
20,2,1360,357,446,144,-1,0,0,-1
21,1,-1,20,1828,490,-1,0,0,-1
21,2,1359,357,446,144,-1,0,0,-1
22,1,0,21,1824,489,-1,0,0,-1
22,2,1357,357,446,143,-1,0,0,-1
23,1,-1,20,1829,490,-1,0,0,-1
23,2,1356,357,445,143,-1,0,0,-1
24,1,0,21,1821,488,-1,0,0,-1
24,2,1354,357,446,143,-1,0,0,-1
25,1,0,20,1829,490,-1,0,0,-1
25,2,1352,357,445,143,-1,0,0,-1
26,1,1,23,1814,486,-1,0,0,-1
26,2,1351,357,444,143,-1,0,0,-1
27,1,1,23,1812,485,-1,0,0,-1
27,2,1349,357,444,143,-1,0,0,-1
28,1,0,20,1812,490,-1,0,0,-1
28,2,1341,357,451,143,-1,0,0,-1
29,1,0,20,1811,490,-1,0,0,-1
29,2,1340,357,451,143,-1,0,0,-1
30,1,0,20,1810,490,-1,0,0,-1
30,2,1339,357,451,143,-1,0,0,-1
31,1,-1,20,1810,490,-1,0,0,-1
31,2,1339,357,448,142,-1,0,0,-1
32,1,0,21,1804,488,-1,0,0,-1
32,2,1335,357,449,142,-1,0,0,-1
33,1,0,22,1802,487,-1,0,0,-1
33,2,1335,357,447,142,-1,0,0,-1
34,1,-1,20,1812,490,-1,0,0,-1
34,2,1332,357,449,142,-1,0,0,-1
35,1,-5,19,1795,491,-1,0,0,-1
35,2,1330,357,450,143,-1,0,0,-1
36,1,0,19,1789,491,-1,0,0,-1
36,2,1328,357,449,142,-1,0,0,-1
37,1,0,19,1788,490,-1,0,0,-1
37,2,1326,357,449,142,-1,0,0,-1
