3,1,0,0.913497,696,52,1069,454,-1,-1,-1,-1
3,2,0,0.908917,2,193,490,128,-1,-1,-1,-1
3,3,0,0.906775,1325,141,475,194,-1,-1,-1,-1
3,4,1,0.892803,498,370,141,108,-1,-1,-1,-1
3,5,1,0.853238,798,345,187,120,-1,-1,-1,-1
3,6,0,0.797584,834,144,460,146,-1,-1,-1,-1
3,7,4,0.467109,80,275,96,47,-1,-1,-1,-1
4,1,0,0.915466,696,51,1068,455,-1,-1,-1,-1
4,2,0,0.908836,1,192,492,130,-1,-1,-1,-1
4,3,0,0.907606,1327,141,472,195,-1,-1,-1,-1
4,4,1,0.888516,500,371,139,106,-1,-1,-1,-1
4,5,1,0.854876,796,344,191,122,-1,-1,-1,-1
4,6,0,0.809204,834,144,461,146,-1,-1,-1,-1
4,7,4,0.473061,79,274,98,49,-1,-1,-1,-1
5,1,0,0.916325,696,52,1067,455,-1,-1,-1,-1
5,2,0,0.908504,1,192,492,130,-1,-1,-1,-1
5,3,0,0.907473,1323,140,477,196,-1,-1,-1,-1
5,4,1,0.889795,499,371,140,106,-1,-1,-1,-1
5,5,1,0.856599,796,344,191,122,-1,-1,-1,-1
5,6,0,0.810187,828,144,465,145,-1,-1,-1,-1
5,7,4,0.480366,80,274,98,49,-1,-1,-1,-1
6,1,0,0.910661,693,52,1071,454,-1,-1,-1,-1
6,2,0,0.909699,1,192,492,130,-1,-1,-1,-1
6,3,0,0.904529,1323,140,477,195,-1,-1,-1,-1
6,4,1,0.893306,499,370,139,107,-1,-1,-1,-1
6,5,1,0.854721,793,344,195,122,-1,-1,-1,-1
6,6,0,0.814386,827,144,466,145,-1,-1,-1,-1
6,7,4,0.479392,79,274,98,49,-1,-1,-1,-1
7,1,0,0.916899,696,51,1067,456,-1,-1,-1,-1
7,2,0,0.909777,1,192,491,130,-1,-1,-1,-1
7,3,0,0.904306,1325,141,474,193,-1,-1,-1,-1
7,4,1,0.894136,499,370,140,107,-1,-1,-1,-1
7,5,1,0.855577,794,344,192,122,-1,-1,-1,-1
7,6,0,0.808798,825,143,469,146,-1,-1,-1,-1
7,7,4,0.459865,80,274,96,48,-1,-1,-1,-1
8,1,0,0.917188,696,50,1067,458,-1,-1,-1,-1
8,2,0,0.908314,1,192,492,130,-1,-1,-1,-1
8,3,0,0.902436,1325,141,473,193,-1,-1,-1,-1
8,4,1,0.898094,500,370,137,107,-1,-1,-1,-1
8,5,1,0.85475,796,344,192,122,-1,-1,-1,-1
8,6,0,0.806379,833,143,460,146,-1,-1,-1,-1
8,7,4,0.450336,80,274,97,48,-1,-1,-1,-1
9,1,0,0.917227,696,51,1068,456,-1,-1,-1,-1
9,2,0,0.910453,1,192,493,129,-1,-1,-1,-1
9,3,0,0.903682,1324,140,473,194,-1,-1,-1,-1
9,4,1,0.894684,498,369,141,109,-1,-1,-1,-1
9,5,1,0.859152,796,345,190,121,-1,-1,-1,-1
9,6,0,0.794783,855,143,440,146,-1,-1,-1,-1
9,7,4,0.431024,82,275,94,46,-1,-1,-1,-1
10,1,0,0.916921,696,52,1067,456,-1,-1,-1,-1
10,2,0,0.911868,2,193,492,127,-1,-1,-1,-1
10,3,0,0.902546,1324,141,474,192,-1,-1,-1,-1
10,4,1,0.895749,499,369,140,109,-1,-1,-1,-1
10,5,1,0.862032,797,345,188,120,-1,-1,-1,-1
10,6,0,0.80076,837,143,457,146,-1,-1,-1,-1
10,7,4,0.516858,82,275,94,46,-1,-1,-1,-1
11,1,0,0.917228,696,52,1067,456,-1,-1,-1,-1
11,2,0,0.912178,3,193,491,128,-1,-1,-1,-1
11,3,0,0.906245,1323,141,474,192,-1,-1,-1,-1
11,4,1,0.894962,499,369,140,109,-1,-1,-1,-1
11,5,1,0.858753,797,345,188,120,-1,-1,-1,-1
11,6,0,0.797093,842,143,452,146,-1,-1,-1,-1
11,7,4,0.496848,82,275,94,46,-1,-1,-1,-1
12,1,0,0.916991,696,52,1067,455,-1,-1,-1,-1
12,2,0,0.91151,1,192,493,129,-1,-1,-1,-1
12,3,0,0.905624,1325,141,470,193,-1,-1,-1,-1
12,4,1,0.893549,498,369,141,109,-1,-1,-1,-1
12,5,1,0.858765,798,345,186,120,-1,-1,-1,-1
12,6,0,0.787874,860,144,437,146,-1,-1,-1,-1
12,7,4,0.446725,81,275,96,46,-1,-1,-1,-1
13,1,0,0.919543,698,52,1063,454,-1,-1,-1,-1
13,2,0,0.904947,3,193,489,127,-1,-1,-1,-1
13,3,0,0.902345,1329,141,472,195,-1,-1,-1,-1
13,4,1,0.896138,498,370,141,108,-1,-1,-1,-1
13,5,1,0.860405,797,345,192,122,-1,-1,-1,-1
13,6,0,0.810453,822,144,471,145,-1,-1,-1,-1
14,1,0,0.920403,699,52,1063,454,-1,-1,-1,-1
14,2,0,0.904681,2,193,490,127,-1,-1,-1,-1
14,3,0,0.898106,1328,140,472,197,-1,-1,-1,-1
14,4,1,0.89687,499,371,139,106,-1,-1,-1,-1
14,5,1,0.859174,797,344,192,124,-1,-1,-1,-1
14,6,0,0.781046,836,144,457,145,-1,-1,-1,-1
14,7,4,0.406359,81,275,98,46,-1,-1,-1,-1
15,1,0,0.920061,699,51,1064,454,-1,-1,-1,-1
15,2,0,0.905849,1,193,491,127,-1,-1,-1,-1
15,3,0,0.898864,1327,140,474,197,-1,-1,-1,-1
15,4,1,0.896689,499,371,139,106,-1,-1,-1,-1
15,5,1,0.858352,795,344,194,124,-1,-1,-1,-1
15,6,0,0.774751,857,143,441,146,-1,-1,-1,-1
16,1,0,0.918894,699,51,1063,454,-1,-1,-1,-1
16,2,0,0.906067,2,193,490,128,-1,-1,-1,-1
16,3,0,0.898888,1327,140,474,197,-1,-1,-1,-1
16,4,1,0.89866,499,371,139,106,-1,-1,-1,-1
16,5,1,0.857906,795,344,195,124,-1,-1,-1,-1
16,6,0,0.760285,878,144,421,145,-1,-1,-1,-1
17,1,0,0.918662,697,52,1065,453,-1,-1,-1,-1
17,2,0,0.907984,1,192,491,130,-1,-1,-1,-1
17,3,0,0.901258,1326,140,475,197,-1,-1,-1,-1
17,4,1,0.897514,499,371,139,106,-1,-1,-1,-1
17,5,1,0.858507,796,344,194,124,-1,-1,-1,-1
17,6,0,0.77708,851,144,445,144,-1,-1,-1,-1
17,7,4,0.42118,80,275,98,46,-1,-1,-1,-1
18,1,0,0.918388,699,51,1061,453,-1,-1,-1,-1
18,2,0,0.907163,1,192,491,130,-1,-1,-1,-1
18,3,0,0.899081,1325,140,476,197,-1,-1,-1,-1
18,4,1,0.896843,499,371,139,106,-1,-1,-1,-1
18,5,1,0.86182,796,344,195,124,-1,-1,-1,-1
18,6,0,0.77581,847,144,446,144,-1,-1,-1,-1
18,7,4,0.407534,79,275,99,46,-1,-1,-1,-1
19,1,0,0.91807,698,51,1061,454,-1,-1,-1,-1
19,2,0,0.905317,1,192,491,129,-1,-1,-1,-1
19,3,0,0.898926,1324,140,477,197,-1,-1,-1,-1
19,4,1,0.893537,499,371,139,106,-1,-1,-1,-1
19,5,1,0.862422,797,345,193,123,-1,-1,-1,-1
